timestamp;session_duration;calm_probability;calm_percentage;focus_probability;focus_percentage;attention_probability;attention_percentage;delta_avg;delta_max;delta_min;delta_std;delta_raw;theta_avg;theta_max;theta_min;theta_std;theta_raw;alpha_avg;alpha_max;alpha_min;alpha_std;alpha_raw;beta_avg;beta_max;beta_min;beta_std;beta_raw;gamma_avg;gamma_max;gamma_min;gamma_std;gamma_raw;device_id
2025-06-13T14:13:23.593175;6.540172;;;;;;;0.1203;0.142424;0.084919;0.025279;[0.08491915389525374, 0.14242423908578883, 0.13355757903151005];0.220758;0.269459;0.185743;0.035521;[0.1857433033727422, 0.26945865197948987, 0.20707065985944967];0.433307;0.464574;0.399749;0.026515;[0.3997487183549632, 0.4645744143225032, 0.43559897437731027];0.317516;0.345685;0.296104;0.020797;[0.2961042336388271, 0.34568480204273777, 0.3107598626746124];0.108197;0.114356;0.101893;0.005089;[0.10834131792954976, 0.1143557922734451, 0.10189250061121441];
2025-06-13T14:13:23.695207;6.642204;;;;;;;0.122061;0.146516;0.095582;0.020843;[0.09558152911568951, 0.14651638883803791, 0.12408471381106302];0.229883;0.26582;0.188935;0.031588;[0.1889350402991155, 0.265820478379981, 0.23489296885897373];0.421339;0.438274;0.404288;0.013875;[0.40428772634810406, 0.4382743307209206, 0.4214549758333974];0.332208;0.358263;0.301788;0.023262;[0.30178792001016924, 0.35826322287523055, 0.33657385556597375];0.114577;0.127731;0.100182;0.011281;[0.11581883883213252, 0.1277308437137494, 0.10018218996316675];
2025-06-13T14:13:23.696242;6.643239;;;;;;;0.116484;0.13297;0.088836;0.01967;[0.08883609762347508, 0.13296961863258758, 0.12764647060284245];0.230944;0.260548;0.192663;0.028385;[0.19266255713483252, 0.2605483241039506, 0.23962257616182098];0.418659;0.434833;0.400232;0.014215;[0.40023214510326494, 0.43483288794265396, 0.4209119458425271];0.322729;0.368406;0.281293;0.03569;[0.28129269991414385, 0.3684063270236596, 0.3184877648142194];0.117783;0.132775;0.096533;0.015444;[0.09653279699030966, 0.1327754734143959, 0.12404107070866821];
2025-06-13T14:13:23.748122;6.695119;;;;;;;0.119599;0.162411;0.094644;0.030411;[0.09464441439534407, 0.16241124894022047, 0.10174270350577662];0.231836;0.245166;0.219497;0.010502;[0.21949726986984106, 0.24516550447629537, 0.23084505357170348];0.429113;0.4553;0.396638;0.024358;[0.39663816522887646, 0.45529998745964223, 0.4354018999873299];0.319214;0.361009;0.292002;0.029999;[0.29200245752129117, 0.36100852720706095, 0.304631273509059];0.109877;0.134434;0.092809;0.017799;[0.09280857462588438, 0.13443396163887275, 0.10238801117082462];
2025-06-13T14:13:23.799126;6.746123;;;;;;;0.12065;0.133461;0.108753;0.010107;[0.1087533854643434, 0.13346058104765973, 0.11973556596269713];0.217045;0.24113;0.200384;0.017443;[0.20962078997671782, 0.24113010907178747, 0.2003844880665603];0.428733;0.462239;0.406314;0.02414;[0.4063139095450814, 0.4622388584534149, 0.4176473779981674];0.320536;0.334507;0.293269;0.019283;[0.29326919987010547, 0.3345073654934557, 0.3338322178186422];0.103065;0.129618;0.089395;0.018778;[0.08939474939396258, 0.12961763946578608, 0.0901818834542919];
2025-06-13T14:13:23.850498;6.797495;;;;;;;0.129392;0.165596;0.097569;0.027944;[0.0975692070098843, 0.16559566570115053, 0.12501124976900116];0.226353;0.244119;0.210236;0.013882;[0.210236071100716, 0.24411882937536558, 0.2247037729236441];0.425444;0.443844;0.409158;0.014239;[0.40915785005396227, 0.44384443754970365, 0.42332851468709387];0.325779;0.357512;0.307017;0.022563;[0.3128068865130724, 0.35751248997917406, 0.30701737059494205];0.114925;0.122352;0.105144;0.00722;[0.10514391696305615, 0.12235182046911218, 0.11727821196068747];
2025-06-13T14:13:23.851315;6.798312;;;;;;;0.111776;0.139603;0.086432;0.021778;[0.08643158197738028, 0.13960283208293112, 0.10929372705902622];0.231864;0.248179;0.217488;0.012604;[0.2174884899903233, 0.24817922560240654, 0.22992492475426943];0.41832;0.462633;0.385927;0.032429;[0.3859265484292692, 0.4626327368564728, 0.40640180027322204];0.320913;0.34682;0.295762;0.020851;[0.29576193031182274, 0.3468200417961148, 0.32015798248319965];0.117773;0.122703;0.109055;0.006182;[0.10905463066593343, 0.1215617437102258, 0.12270270737709879];
2025-06-13T14:13:23.953552;6.900549;0.4609998927394676;46.09998927394676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T14:13:23.954085;6.901082;;;;;;;0.113702;0.137008;0.092607;0.018194;[0.0926071790452366, 0.13700838172538746, 0.11148985452329668];0.229328;0.256104;0.214152;0.01899;[0.21772751590606065, 0.2561035085180134, 0.21415196033078554];0.427515;0.439756;0.410269;0.012548;[0.41026913445667657, 0.4397560640215438, 0.43252078110505576];0.317882;0.335353;0.297748;0.015467;[0.29774846144175576, 0.335353046219325, 0.3205456621273495];0.099251;0.109208;0.081142;0.012826;[0.08114237500133467, 0.10920841575746579, 0.10740107181160483];
2025-06-13T14:13:23.954549;6.901546;;;;;;;0.108853;0.135064;0.08429;0.020761;[0.08429032673248604, 0.1350637912207135, 0.10720617742519777];0.216055;0.248029;0.189589;0.024174;[0.1895894790461394, 0.24802901958122706, 0.21054722378878324];0.412983;0.434942;0.396587;0.016145;[0.39658657542398423, 0.4349422591433677, 0.40741883846064836];0.328939;0.345857;0.315597;0.01261;[0.31559673805479677, 0.3458566754202234, 0.3253638387510461];0.099653;0.101415;0.098055;0.001376;[0.09948961862964914, 0.10141480153417073, 0.09805506539705666];
2025-06-13T14:13:24.005625;6.952622;;;;;;;0.125056;0.138841;0.117697;0.009754;[0.11863171189453768, 0.1388405440457055, 0.11769672096729217];0.228939;0.255189;0.19174;0.027035;[0.1917395562315415, 0.25518878804597234, 0.23988896108065016];0.409507;0.442155;0.381687;0.024921;[0.3816870386663566, 0.4421550414677892, 0.40468007783873516];0.338144;0.367179;0.319189;0.020848;[0.3191891063735779, 0.367179428656182, 0.32806363916056336];0.106228;0.117752;0.097048;0.008614;[0.1177524121671137, 0.10388556612296226, 0.09704751782893452];
2025-06-13T14:13:24.360350;7.307347;;;0.45541720223220417;45.541720223220416;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T14:13:24.362032;7.309029;;;;;;;0.124089;0.162814;0.080126;0.03396;[0.08012560218783744, 0.16281390772669294, 0.12932852831290653];0.227497;0.259697;0.20731;0.023012;[0.2073103316565408, 0.25969700357528586, 0.2154846088067793];0.425802;0.453885;0.403137;0.021069;[0.4031371991418125, 0.45388510846591723, 0.420383548495745];0.321201;0.331672;0.315434;0.007417;[0.3154344813663197, 0.3316722115749769, 0.3164953380618195];0.110735;0.119358;0.100994;0.007539;[0.10099389255985192, 0.11185225597948757, 0.11935825653837773];
2025-06-13T14:13:24.465608;7.412605;;;;;;;0.121625;0.14867;0.107764;0.019126;[0.10843966253269602, 0.14867023910402108, 0.1077642004905125];0.220656;0.24756;0.195737;0.021203;[0.19573688966706865, 0.24756049038703445, 0.21866938389074758];0.432288;0.466793;0.396745;0.028607;[0.39674451378054815, 0.4667930394716501, 0.4333257332930224];0.337051;0.366785;0.305806;0.024918;[0.30580577112997187, 0.366784874176697, 0.3385618271368989];0.112309;0.121393;0.096562;0.011178;[0.09656221034078927, 0.12139306257482398, 0.11897177292682892];
2025-06-13T14:13:24.517388;7.464385;;;;;;;0.12444;0.144629;0.091032;0.023794;[0.09103188641229461, 0.1446288118677075, 0.13765995401264655];0.223674;0.242738;0.211032;0.013717;[0.21725377720673855, 0.24273750843711225, 0.2110319562539602];0.424456;0.439736;0.403983;0.015051;[0.40398300489359057, 0.4397361787523511, 0.42964734195419707];0.331864;0.358387;0.312548;0.019395;[0.312548072138146, 0.3583873808077363, 0.32465729555127315];0.113216;0.139278;0.091013;0.019892;[0.10935798408120141, 0.13927776001063788, 0.09101323910897484];
2025-06-13T14:13:24.569223;7.51622;;;;;;;0.135348;0.154371;0.112916;0.017095;[0.11291621821045163, 0.15437139677942163, 0.1387556307823946];0.211834;0.235687;0.184458;0.021062;[0.1844582159038747, 0.23568660842540246, 0.21535837753621836];0.434826;0.458742;0.416931;0.017592;[0.41693116317680967, 0.4587420378780923, 0.42880599484876264];0.320244;0.362598;0.288537;0.031159;[0.28853704396651775, 0.362598311132872, 0.30959747802508536];0.117554;0.138098;0.091617;0.019355;[0.09161713324685089, 0.13809773434404174, 0.12294764866773962];
2025-06-13T14:13:24.620762;7.567759;;;;;;;0.127412;0.169064;0.080954;0.036131;[0.08095367323484196, 0.16906395375503475, 0.13221837230253577];0.224864;0.259594;0.196031;0.026282;[0.1960310504499919, 0.2595938572829042, 0.21896589067737476];0.410247;0.437575;0.391021;0.01985;[0.3910214325675572, 0.43757468471504113, 0.40214583093482026];0.329634;0.353549;0.310839;0.017808;[0.31083879390405883, 0.35354883911252516, 0.32451419576809415];0.101151;0.118326;0.080497;0.015638;[0.08049657766135628, 0.11832583641526764, 0.10462952467979253];
2025-06-13T14:13:24.672124;7.619121;;;;;;;0.126886;0.154614;0.099788;0.022387;[0.0997880582171392, 0.15461399674648524, 0.12625531096177794];0.224177;0.264926;0.200378;0.028949;[0.20037839225523757, 0.26492602107804164, 0.2072258276436312];0.424419;0.44864;0.410988;0.017161;[0.41098802656929495, 0.44864015641310656, 0.4136279406367673];0.327084;0.352654;0.30245;0.020506;[0.30245033621088724, 0.35265402716380573, 0.32614621855167164];0.104621;0.113397;0.096973;0.006752;[0.10349295809914888, 0.11339664563638728, 0.0969728789490507];
2025-06-13T14:13:24.676710;7.623707;;;;;;;0.116051;0.131002;0.101687;0.011975;[0.11546410187852987, 0.13100232137040568, 0.10168729404658887];0.221862;0.244835;0.186108;0.025622;[0.18610841126858516, 0.244834512373294, 0.2346421355731002];0.437306;0.459195;0.417928;0.016941;[0.41792813041639315, 0.4591954504378538, 0.43479552233634106];0.317073;0.357833;0.291589;0.029121;[0.2915887295262662, 0.35783258276393975, 0.3017978533907979];0.105681;0.127856;0.09377;0.015694;[0.09541835982978132, 0.12785603782891378, 0.09376972468766348];
2025-06-13T14:13:24.727494;7.674491;;;;;;;0.125779;0.157557;0.091445;0.027051;[0.09144460935447857, 0.15755712846631106, 0.12833574969354966];0.222242;0.244207;0.198701;0.018611;[0.19870140269599754, 0.24420741973697327, 0.2238159704373853];0.425408;0.456945;0.397287;0.024475;[0.3972869745727929, 0.4569447157771732, 0.42199181158242777];0.331596;0.369142;0.296883;0.029568;[0.2968829679929226, 0.3691422341941987, 0.3287627582357246];0.114011;0.1175;0.108089;0.004209;[0.11644285676018006, 0.1175002576397857, 0.10808898516415857];
2025-06-13T14:13:24.779417;7.726414;;;;;;;0.1267;0.166984;0.10604;0.028488;[0.10603997298845244, 0.1669838781748217, 0.10707597968038857];0.217345;0.257518;0.187628;0.029475;[0.18762806554921305, 0.2575176976776019, 0.2068900194047998];0.429759;0.453212;0.39675;0.024021;[0.39674969070139066, 0.4532122345372702, 0.43931646650601597];0.314735;0.346878;0.293157;0.023169;[0.29315666901043225, 0.34687837920381037, 0.3041690350419848];0.11134;0.129708;0.101024;0.013022;[0.1032864901375723, 0.10102379787834248, 0.12970842703991473];
2025-06-13T14:13:24.831749;7.778746;;;;;;;0.119061;0.149411;0.093818;0.022981;[0.0938179928017054, 0.14941067995262267, 0.11395505992252737];0.218233;0.236435;0.196258;0.016618;[0.19625782820281434, 0.23643502065790234, 0.22200764155007685];0.430444;0.46599;0.388641;0.031886;[0.38864052644812175, 0.46599012872936574, 0.4367013258162371];0.334602;0.360418;0.307828;0.021481;[0.3078277991142395, 0.3604181985125872, 0.33555936476761633];0.111025;0.117264;0.098843;0.008615;[0.11726386199497912, 0.11696771531026051, 0.09884277947520438];
2025-06-13T14:13:24.882807;7.829804;;;;;;;0.12666;0.167423;0.091553;0.031231;[0.09155309067025867, 0.16742308665779537, 0.1210040400057666];0.216494;0.238339;0.205176;0.01545;[0.20517605469703917, 0.23833901751604747, 0.20596781316501883];0.424749;0.45156;0.411188;0.018958;[0.4114994809530289, 0.4515597309501245, 0.41118831307370995];0.31084;0.340017;0.283642;0.023057;[0.283642328552714, 0.34001661929541555, 0.3088596269963944];0.101956;0.123455;0.090019;0.015233;[0.09001869458242709, 0.12345522360154959, 0.09239362862019938];
2025-06-13T14:13:24.933987;7.880984;0.42935811285617825;42.935811285617824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T14:13:24.934384;7.881381;;;;;;;0.118018;0.168383;0.084852;0.036205;[0.08485168469132584, 0.16838323343108225, 0.10081845830556013];0.217012;0.231841;0.208429;0.010529;[0.2084286792415503, 0.23184088404748393, 0.2107660603336816];0.421205;0.443333;0.393134;0.02092;[0.39313350251373674, 0.4433326570913633, 0.4271483855740233];0.310949;0.341935;0.28489;0.023548;[0.28488999778434676, 0.34193510352228834, 0.30602089739947547];0.11981;0.139711;0.09283;0.019783;[0.09282958549869326, 0.13971127388941132, 0.12688771253449146];
2025-06-13T14:13:24.985514;7.932511;;;;;;;0.137407;0.16311;0.115337;0.019672;[0.11533720595341758, 0.16311007528348864, 0.1337743747787009];0.215138;0.235677;0.191415;0.018209;[0.1914151248197046, 0.23567659497015309, 0.21832210463500798];0.428947;0.437838;0.416502;0.009066;[0.4165017251935856, 0.4325008996792148, 0.4378383181741074];0.32893;0.351884;0.309626;0.017444;[0.3096258024840169, 0.35188415259527467, 0.3252788936742637];0.113085;0.13603;0.083837;0.021769;[0.08383696887340383, 0.13603048427720327, 0.11938813004968966];
2025-06-13T14:13:24.986795;7.933792;;;;;;;0.121996;0.155912;0.104754;0.023984;[0.10532084954674398, 0.1559124966389499, 0.10475433941597007];0.221784;0.247198;0.195931;0.020932;[0.195930840063662, 0.24719842236349024, 0.22222291563781432];0.428008;0.4684;0.405423;0.028628;[0.41019960258645083, 0.4684002403292605, 0.4054234406848292];0.322246;0.366228;0.290984;0.032008;[0.29098428001269544, 0.36622809427458547, 0.30952548687449855];0.106387;0.114384;0.09178;0.010345;[0.11299676127449236, 0.1143844328273199, 0.09177950577918795];
2025-06-13T14:13:25.089187;8.036184;;;;;;;0.136078;0.160202;0.116454;0.018141;[0.11645421944294469, 0.16020150992050497, 0.13157844032052213];0.219462;0.241432;0.190234;0.021523;[0.1902340198785118, 0.2414323980645754, 0.2267208415774069];0.42413;0.467429;0.388579;0.032653;[0.38857917652890034, 0.46742890416806804, 0.4163820527331954];0.305123;0.334097;0.281124;0.02191;[0.2811236182344861, 0.33409680022470795, 0.30014956969822465];0.10515;0.120323;0.091362;0.011864;[0.10376384241482733, 0.12032307135939924, 0.09136196908539537];
2025-06-13T14:13:25.090030;8.037027;;;;;;;0.125367;0.133061;0.117272;0.006452;[0.11727169463251082, 0.13306067223563334, 0.1257690864350078];0.209792;0.230823;0.194956;0.015283;[0.19495626067056657, 0.23082257700804595, 0.2035977228366302];0.420039;0.450046;0.404173;0.021229;[0.40417258318698085, 0.4500455032868262, 0.40590041089882484];0.324608;0.345712;0.300552;0.018554;[0.30055202882398957, 0.3457123678669319, 0.32755989090929666];0.114339;0.13495;0.09875;0.015199;[0.0987495772018346, 0.13494989152333084, 0.10931604063985834];
2025-06-13T14:13:25.343192;8.290189;;;0.32756004614487666;32.756004614487665;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T14:13:25.394759;8.341756;;;;;;;0.116919;0.157674;0.085227;0.030263;[0.08522736978116845, 0.15767449224686325, 0.10785554608998665];0.227883;0.251146;0.210059;0.017209;[0.21005901707664937, 0.2511457303917984, 0.22244544162172802];0.426752;0.464375;0.387826;0.031264;[0.3878263281619378, 0.4643748243617769, 0.42805534984359905];0.332721;0.351185;0.317043;0.014077;[0.3170433663856242, 0.3511852664864533, 0.32993461263502727];0.114214;0.124197;0.108183;0.00711;[0.10818292016560158, 0.1241966246031523, 0.11026220035490249];
2025-06-13T14:13:25.447356;8.394353;;;;;;;0.117624;0.160351;0.082928;0.032114;[0.08292753979088775, 0.16035145446857718, 0.10959410405089212];0.23063;0.254296;0.208622;0.018683;[0.20862247911334714, 0.25429584492513435, 0.22897085214142698];0.417979;0.435406;0.385332;0.023102;[0.38533241384097927, 0.4331979345565499, 0.43540599090611715];0.331615;0.345875;0.309745;0.015701;[0.30974474252223627, 0.34587545691456234, 0.3392246865653467];0.108313;0.119313;0.094771;0.010179;[0.0947710138123314, 0.11085610005140546, 0.1193127678594534];
2025-06-13T14:13:25.549842;8.496839;;;;;;;0.114451;0.141478;0.083908;0.023634;[0.08390805269433989, 0.1414781639621407, 0.11796687519662266];0.220469;0.242518;0.182889;0.026706;[0.1828891145985101, 0.24251785266849996, 0.2359991894593168];0.42718;0.446335;0.396762;0.021749;[0.39676198376240235, 0.44633463027954456, 0.4384447241860036];0.321944;0.338611;0.312243;0.011838;[0.3149773723336333, 0.33861085889683046, 0.312243342714116];0.106702;0.119249;0.097152;0.009266;[0.0971517175257906, 0.11924890230879234, 0.10370687938266045];
2025-06-13T14:13:25.653822;8.600819;;;;;;;0.121479;0.135022;0.096933;0.017387;[0.09693286152425412, 0.1350217397146543, 0.13248130698350832];0.216386;0.244466;0.191701;0.021675;[0.1917006001416721, 0.24446641313706674, 0.21298949050189506];0.422553;0.458663;0.396163;0.026425;[0.39616293035838746, 0.45866345415359105, 0.41283314869524107];0.315687;0.347667;0.289995;0.023961;[0.2899949185480651, 0.34766679148083657, 0.3093992609503039];0.109018;0.128837;0.096381;0.01419;[0.09638100796950536, 0.12883669915963303, 0.10183630040269485];
2025-06-13T14:13:25.705469;8.652466;;;;;;;0.125226;0.163673;0.084872;0.032198;[0.08487212284562072, 0.1636725161050214, 0.12713471153848582];0.214568;0.235492;0.192848;0.017419;[0.19284753135424898, 0.2354918526572808, 0.21536493975160817];0.422372;0.457403;0.400982;0.024972;[0.4087296594318392, 0.45740334310246655, 0.4009822766388882];0.32583;0.337455;0.302857;0.016245;[0.30285692674494497, 0.33717673151272326, 0.33745519532168755];0.103986;0.127485;0.080367;0.019236;[0.08036736905166068, 0.10410730104485436, 0.12748463254953288];
2025-06-13T14:13:25.757277;8.704274;;;;;;;0.130309;0.153069;0.102517;0.020943;[0.10251655456939596, 0.1530693131313336, 0.1353422970881101];0.224447;0.264389;0.191951;0.030038;[0.19195116473566282, 0.2643888787648857, 0.21700167824733482];0.422165;0.443797;0.388805;0.023933;[0.38880471726212484, 0.4437973422033371, 0.4338938784551929];0.322555;0.332253;0.30436;0.012875;[0.30435995010211847, 0.33225285880288075, 0.3310532466269676];0.102354;0.105796;0.098952;0.002794;[0.09895197795039032, 0.10579603571418994, 0.10231437468472772];
2025-06-13T14:13:25.808814;8.755811;;;;;;;0.133726;0.168153;0.114762;0.024386;[0.11826179744156293, 0.16815316722689044, 0.11476196002258265];0.228165;0.237306;0.217137;0.008341;[0.2171365711241683, 0.23730555472907044, 0.2300528697619069];0.42415;0.462257;0.399127;0.027383;[0.3991269462769176, 0.4622572951827387, 0.4110648073771098];0.314557;0.335319;0.298657;0.015357;[0.29865685709986606, 0.3353193990992233, 0.3096938460565497];0.107942;0.118648;0.100876;0.007698;[0.10430277209078727, 0.10087588865222086, 0.1186482926183214];
2025-06-13T14:13:25.860572;8.807569;;;;;;;0.123388;0.138944;0.113258;0.011166;[0.11796201955095445, 0.13894420776858507, 0.11325750273346263];0.218931;0.254736;0.187422;0.027648;[0.1874219002923567, 0.25473611393291984, 0.21463506596088888];0.433856;0.448432;0.417221;0.012825;[0.4172212525294912, 0.44843198811142454, 0.435915449295098];0.320969;0.352615;0.293851;0.024203;[0.2938509859372633, 0.35261516786646435, 0.31644060009143465];0.114691;0.127683;0.102791;0.010191;[0.11359816063534649, 0.1027911990223368, 0.12768255223207103];
2025-06-13T14:13:25.912339;8.859336;;;;;;;0.113495;0.147646;0.08054;0.027409;[0.08054011678086082, 0.14764595494381996, 0.11229847261311694];0.226352;0.255211;0.207427;0.020734;[0.20742748921502405, 0.25521079933810936, 0.2164166964917771];0.435274;0.468384;0.398925;0.028449;[0.39892466043458175, 0.46838373382135856, 0.43851454304925175];0.331022;0.345604;0.317259;0.011586;[0.3172594156625922, 0.34560413951167357, 0.33020297815545313];0.113854;0.130311;0.087341;0.018928;[0.08734148310697519, 0.1303114630309353, 0.12390761153353688];
2025-06-13T14:13:26.216709;9.163706;;;0.3114979678230814;31.149796782308144;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T14:13:26.217710;9.164707;0.522836652566127;52.2836652566127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T14:13:26.218583;9.16558;;;;;;;0.127787;0.162976;0.105569;0.025167;[0.11481536412656676, 0.16297580274582465, 0.10556864676379966];0.215969;0.234743;0.200831;0.014081;[0.2123333078941962, 0.23474333791965313, 0.20083068007719707];0.430478;0.463252;0.400097;0.025838;[0.4000972293428077, 0.4632517267557594, 0.4280860601339209];0.309401;0.331099;0.283943;0.019434;[0.2839427013167605, 0.33109902213812076, 0.3131625178731666];0.105222;0.109245;0.102653;0.002881;[0.10265331541342063, 0.10924485623020609, 0.10376840289968416];
2025-06-13T14:13:26.270037;9.217034;;;;;;;0.134617;0.161096;0.109911;0.020934;[0.10991098128013396, 0.1610958532929613, 0.13284313788857222];0.212929;0.237113;0.182798;0.022569;[0.18279776284826085, 0.2371126485784868, 0.2188778836252188];0.422908;0.464097;0.395892;0.029594;[0.3958919606939659, 0.4640974732042116, 0.408733893561588];0.32158;0.350226;0.294758;0.022681;[0.2947576758029455, 0.3502255884550852, 0.3197578299373509];0.109671;0.112135;0.106728;0.002233;[0.10672754196836004, 0.11213517733638562, 0.11014996248328644];
2025-06-13T14:13:26.321287;9.268284;;;;;;;0.121266;0.138404;0.108521;0.012589;[0.11687132336445061, 0.1384043090914762, 0.1085210028691553];0.217305;0.249084;0.18014;0.028403;[0.180139512228106, 0.24908377127385756, 0.22269236093302305];0.415742;0.430183;0.390485;0.01792;[0.390485478506403, 0.4301832405926758, 0.42655736819717344];0.336667;0.363398;0.318642;0.019281;[0.318642452718167, 0.36339822304718444, 0.327961055328827];0.103491;0.106655;0.097902;0.003964;[0.0979018253692836, 0.10665462419834969, 0.10591713363049202];
2025-06-13T14:13:26.322303;9.2693;;;;;;;0.130622;0.161512;0.101258;0.024622;[0.10125770444579169, 0.16151222201666038, 0.12909568849558517];0.231322;0.263174;0.194907;0.028056;[0.19490690154595, 0.2631736720839205, 0.23588568834566956];0.426269;0.450435;0.394222;0.023616;[0.39422187765913896, 0.45043528258684173, 0.434149977645277];0.324297;0.347662;0.291471;0.023896;[0.29147115877331525, 0.34766238413182426, 0.33375877967992634];0.117754;0.126487;0.100573;0.012149;[0.10057288035073357, 0.12648692631425743, 0.12620211800725606];
2025-06-13T14:13:26.424793;9.37179;;;;;;;0.117034;0.141815;0.102741;0.017592;[0.10274121025382507, 0.14181480129153495, 0.10654481450785781];0.217347;0.244961;0.181425;0.026595;[0.18142501989866075, 0.2449608022801152, 0.225656388715168];0.418727;0.434795;0.387476;0.022101;[0.3874761515465428, 0.43479539220776303, 0.43391065928348194];0.319005;0.34916;0.292822;0.023171;[0.2928219299416996, 0.34915985707263536, 0.31503398374784414];0.115;0.124212;0.108705;0.006658;[0.10870495670137786, 0.12421174283811345, 0.11208468026280388];
2025-06-13T14:13:26.476056;9.423053;;;;;;;0.126082;0.146984;0.110286;0.015411;[0.1102856189620414, 0.14698391219291732, 0.12097783048032415];0.237426;0.265336;0.218679;0.020119;[0.21867878974573085, 0.26533562194980526, 0.2282632100493261];0.409193;0.434364;0.391903;0.018208;[0.39190294591413555, 0.43436390075230713, 0.4013127917049225];0.318056;0.35481;0.280629;0.030288;[0.28062913990630967, 0.35481039110733414, 0.318729681888399];0.122201;0.13449;0.109175;0.010348;[0.10917515463790914, 0.1344904777882079, 0.12293872752928338];
2025-06-13T14:13:26.526953;9.47395;;;;;;;0.120012;0.138781;0.098585;0.016517;[0.09858462089260453, 0.13878095210129404, 0.12267069919611764];0.223305;0.249854;0.190848;0.024449;[0.19084803721074364, 0.24985403879557583, 0.22921166669893425];0.415873;0.455106;0.386836;0.028788;[0.38683631027801496, 0.45510615283445616, 0.4056776962579119];0.327783;0.335805;0.311944;0.011201;[0.3119435133004459, 0.33580530873992476, 0.3356005180299881];0.106932;0.126425;0.084062;0.017459;[0.08406210202024941, 0.11030997346038092, 0.12642511923110453];
2025-06-13T14:13:26.578336;9.525333;;;;;;;0.124187;0.137772;0.099158;0.01772;[0.09915842947930725, 0.13777219466624954, 0.13563158415674362];0.218614;0.242695;0.184098;0.025034;[0.1840978202093677, 0.2426950629561094, 0.22904940856384884];0.426741;0.452852;0.398401;0.022285;[0.3984013604120284, 0.45285152595410405, 0.4289713567571989];0.32171;0.333837;0.30984;0.009798;[0.30984030592965245, 0.33383734342734694, 0.3214526744364832];0.114625;0.126488;0.099486;0.011264;[0.0994859926966073, 0.11790130303301949, 0.1264880330521833];
2025-06-13T14:13:26.578966;9.525963;;;;;;;0.121147;0.137737;0.111757;0.011765;[0.11175732389074579, 0.13773656498603168, 0.11394630777173868];0.221635;0.245823;0.180818;0.029027;[0.18081792160784727, 0.2458227914577525, 0.2382655672872213];0.424247;0.436239;0.4151;0.008861;[0.41509970133940965, 0.4362393310104627, 0.4214030033307997];0.329427;0.338018;0.319357;0.00769;[0.3193566923044, 0.33801777124376353, 0.3309063484725092];0.109707;0.122192;0.092426;0.012616;[0.11450191657013305, 0.12219189192864208, 0.09242636002906807];
2025-06-13T14:13:26.629834;9.576831;;;;;;;0.128622;0.145031;0.10906;0.014853;[0.1090604222926609, 0.14503146387357968, 0.13177359289580592];0.216217;0.236951;0.20333;0.014805;[0.20333040056043164, 0.23695140669942083, 0.2083679520304771];0.419653;0.447027;0.402045;0.019619;[0.40204495366248494, 0.44702703216910006, 0.40988804732632084];0.308785;0.342737;0.28182;0.025356;[0.2818198496608213, 0.34273748745160526, 0.3017972873509672];0.104646;0.114265;0.097323;0.007105;[0.09732275383990992, 0.10235035081442997, 0.11426540247830555];
2025-06-13T14:13:26.681160;9.628157;;;;;;;0.117036;0.141173;0.086699;0.022667;[0.08669857176839799, 0.1411730151309781, 0.12323723364886466];0.23477;0.253644;0.218846;0.014359;[0.2188464456292288, 0.25364438656129257, 0.23181910683328685];0.414996;0.432805;0.399466;0.013705;[0.39946648681655117, 0.43280476533942847, 0.4127176779492435];0.326749;0.34609;0.302803;0.017969;[0.3028027714738771, 0.3460898712248239, 0.33135524547428175];0.109493;0.116485;0.105045;0.005005;[0.11648530010477823, 0.10504471735168122, 0.10694860930074976];
2025-06-13T14:13:26.682234;9.629231;;;;;;;0.11492;0.150634;0.087368;0.026465;[0.08736798958032904, 0.15063371847763174, 0.10675928375633038];0.221122;0.251248;0.186618;0.026566;[0.18661759331040204, 0.25124795594878346, 0.22550058126999017];0.433417;0.462929;0.411009;0.021783;[0.41100940923434837, 0.4629285081231983, 0.42631351544577745];0.315645;0.332009;0.289859;0.018453;[0.2898586565506179, 0.3320087144554899, 0.3250686358746316];0.106787;0.120239;0.094246;0.010631;[0.09424611129892904, 0.10587719980333488, 0.12023870898059999];
2025-06-13T14:13:26.835682;9.782679;;;;;;;0.120498;0.163585;0.081525;0.033627;[0.08152517384206054, 0.16358533783864093, 0.11638318488547467];0.224157;0.248274;0.198662;0.020277;[0.19866245830861434, 0.24827391836014437, 0.22553324019696958];0.417686;0.450303;0.390019;0.024858;[0.39001902913331854, 0.4503025108894849, 0.41273553011883196];0.32384;0.349017;0.299439;0.020248;[0.29943873208828836, 0.3490174730423213, 0.32306491302906165];0.100153;0.110315;0.083044;0.012169;[0.08304351549191413, 0.1103149417250293, 0.10710028570221555];
